Longitude,Latitude,Altitude,Time,Speed
-99.12630462646484,19.511106491088867,,2020-01-14 19:25:31+00:00,1.919596141231591
-99.12622833251953,19.511180877685547,,2020-01-14 19:25:37+00:00,1.6844810883526762
-99.12617492675781,19.511194229125977,2244.16015625,2020-01-14 19:25:41+00:00,1.0838174159835345
-99.12612915039062,19.511180877685547,2244.16015625,2020-01-14 19:25:48+00:00,0.6148912733845087
-99.1260986328125,19.511157989501953,2244.16015625,2020-01-14 19:25:56+00:00,0.541898692685758
-99.12606811523438,19.511194229125977,2244.16015625,2020-01-14 19:26:05+00:00,0.6427141852753687
-99.12600708007812,19.51119041442871,2244.16015625,2020-01-14 19:26:14+00:00,0.711519422511586
-99.12596130371094,19.511178970336914,2244.16015625,2020-01-14 19:26:21+00:00,0.8867740178113341
-99.12594604492188,19.511154174804688,2244.16015625,2020-01-14 19:26:24+00:00,1.2505595572788895
-99.12593078613281,19.511091232299805,2244.16015625,2020-01-14 19:26:29+00:00,1.6171479571618432
-99.12594604492188,19.511028289794922,2244.16015625,2020-01-14 19:26:33+00:00,1.8591041288449324
-99.1259536743164,19.51095962524414,2244.16015625,2020-01-14 19:26:37+00:00,2.0223139770102483
-99.1259536743164,19.510902404785156,2244.16015625,2020-01-14 19:26:40+00:00,2.026358870919443
-99.12594604492188,19.51085090637207,2244.16015625,2020-01-14 19:26:43+00:00,1.657774989978832
-99.12596130371094,19.51080322265625,2244.16015625,2020-01-14 19:26:47+00:00,1.3578535925532362
-99.12599182128906,19.510765075683594,2244.16015625,2020-01-14 19:26:51+00:00,1.248370864238022
-99.12602996826172,19.510726928710938,2244.16015625,2020-01-14 19:26:56+00:00,1.1827453105059602
-99.12606811523438,19.51068687438965,2244.16015625,2020-01-14 19:27:01+00:00,1.315056063633548
-99.12611389160156,19.510639190673828,2244.16015625,2020-01-14 19:27:06+00:00,1.3806818985457256
-99.12614440917969,19.510601043701172,2244.16015625,2020-01-14 19:27:10+00:00,1.3815101950888198
-99.12618255615234,19.510547637939453,2244.16015625,2020-01-14 19:27:15+00:00,1.3646835801292472
-99.126220703125,19.510501861572266,2244.16015625,2020-01-14 19:27:20+00:00,1.1148330998377132
-99.12625122070312,19.51047134399414,2244.16015625,2020-01-14 19:27:25+00:00,0.7542443655467785
-99.12623596191406,19.510421752929688,2244.16015625,2020-01-14 19:27:35+00:00,0.7744579484123231
-99.1261978149414,19.510372161865234,2244.16015625,2020-01-14 19:27:42+00:00,1.113462584409797
-99.12615966796875,19.510330200195312,2242.978271484375,2020-01-14 19:27:47+00:00,1.1257242705250006
-99.1261215209961,19.510290145874023,2242.978271484375,2020-01-14 19:27:53+00:00,1.0383039431761658
-99.12608337402344,19.510257720947266,2242.978271484375,2020-01-14 19:27:58+00:00,1.2172769842687083
-99.12602996826172,19.510223388671875,2242.978271484375,2020-01-14 19:28:03+00:00,1.3862126321787724
-99.1259994506836,19.510181427001953,2242.978271484375,2020-01-14 19:28:07+00:00,1.2096022872639456
-99.1259765625,19.5101318359375,2242.978271484375,2020-01-14 19:28:13+00:00,1.2542134808646779
-99.1259536743164,19.510082244873047,2242.978271484375,2020-01-14 19:28:17+00:00,1.5015125925439479
-99.12591552734375,19.510042190551758,2242.978271484375,2020-01-14 19:28:21+00:00,1.415548259519499
-99.12586212158203,19.510009765625,2242.978271484375,2020-01-14 19:28:26+00:00,1.241237623570881
-99.12580871582031,19.509998321533203,2242.978271484375,2020-01-14 19:28:31+00:00,1.0143737429933277
-99.1257553100586,19.510021209716797,2242.978271484375,2020-01-14 19:28:38+00:00,1.04153806757846
-99.12572479248047,19.510066986083984,2242.978271484375,2020-01-14 19:28:43+00:00,1.2038606955111932
-99.12570190429688,19.510116577148438,2242.978271484375,2020-01-14 19:28:48+00:00,1.2171736111868994
-99.12566375732422,19.51015853881836,2242.978271484375,2020-01-14 19:28:53+00:00,1.1987108314483526
-99.12562561035156,19.510196685791016,2242.978271484375,2020-01-14 19:28:58+00:00,1.2685355152046398
-99.12557983398438,19.51024055480957,2242.978271484375,2020-01-14 19:29:03+00:00,1.3164007293165279
-99.12554168701172,19.510284423828125,2242.978271484375,2020-01-14 19:29:08+00:00,1.2962377822396056
-99.1255111694336,19.51032257080078,2242.978271484375,2020-01-14 19:29:12+00:00,1.2331082382202783
-99.12547302246094,19.510358810424805,2242.978271484375,2020-01-14 19:29:17+00:00,1.854992037601421
-99.12544250488281,19.510406494140625,2231.703125,2020-01-14 19:29:22+00:00,1.9526453273987356
-99.12539672851562,19.510446548461914,2232.885009765625,2020-01-14 19:29:27+00:00,1.2932073296331938
-99.12535095214844,19.510482788085938,2232.885009765625,2020-01-14 19:29:32+00:00,1.1423144588336012
-99.12532043457031,19.51051902770996,2232.885009765625,2020-01-14 19:29:37+00:00,1.1118236255050267
-99.1252670288086,19.51055908203125,2232.885009765625,2020-01-14 19:29:43+00:00,1.135748508338529
-99.12522888183594,19.510591506958008,2232.885009765625,2020-01-14 19:29:48+00:00,0.9681937762254553
-99.12519836425781,19.51062774658203,2232.885009765625,2020-01-14 19:29:54+00:00,0.4738218541356529
-99.12519073486328,19.51062774658203,2234.06689453125,2020-01-14 19:30:10+00:00,0.6828019105344758
-99.1252212524414,19.510578155517578,2234.06689453125,2020-01-14 19:30:15+00:00,1.3699453082983069
-99.1252670288086,19.510528564453125,2234.06689453125,2020-01-14 19:30:20+00:00,1.521032953369791
-99.12530517578125,19.51048469543457,2234.06689453125,2020-01-14 19:30:24+00:00,1.5785615633385972
-99.1253433227539,19.510440826416016,2234.06689453125,2020-01-14 19:30:28+00:00,1.5192425715830542
-99.12537384033203,19.51039695739746,2234.06689453125,2020-01-14 19:30:32+00:00,1.345112443159272
-99.12541198730469,19.51035499572754,2234.06689453125,2020-01-14 19:30:37+00:00,1.1734869034957174
-99.12545776367188,19.510313034057617,2234.06689453125,2020-01-14 19:30:43+00:00,1.2259567869694221
-99.12550354003906,19.510272979736328,2232.794189453125,2020-01-14 19:30:48+00:00,1.3495062095544843
-99.12554168701172,19.510223388671875,2232.794189453125,2020-01-14 19:30:53+00:00,1.3977560529645097
-99.1255874633789,19.510175704956055,2232.794189453125,2020-01-14 19:30:58+00:00,1.3431298372805316
-99.1256332397461,19.51013946533203,2232.794189453125,2020-01-14 19:31:03+00:00,1.2108192114643634
-99.12567138671875,19.510101318359375,2232.794189453125,2020-01-14 19:31:08+00:00,1.2108193629955637
-99.12571716308594,19.51006507873535,2232.794189453125,2020-01-14 19:31:13+00:00,1.228088662216521
-99.12576293945312,19.510032653808594,2232.794189453125,2020-01-14 19:31:18+00:00,1.463214354505395
-99.12582397460938,19.510009765625,2233.09521484375,2020-01-14 19:31:22+00:00,1.575313884572513
-99.1258773803711,19.510019302368164,2233.09521484375,2020-01-14 19:31:26+00:00,1.389889238705441
-99.12593078613281,19.510051727294922,2231.913330078125,2020-01-14 19:31:31+00:00,1.2087886613333922
-99.12596130371094,19.510101318359375,2231.913330078125,2020-01-14 19:31:37+00:00,1.242197815201358
-99.1259994506836,19.5101375579834,2231.913330078125,2020-01-14 19:31:41+00:00,1.5128522169925351
-99.12600708007812,19.510194778442383,2231.913330078125,2020-01-14 19:31:45+00:00,1.4448873083250735
-99.12602233886719,19.510238647460938,2231.913330078125,2020-01-14 19:31:49+00:00,1.1430953554552103
-99.12606811523438,19.510271072387695,2231.913330078125,2020-01-14 19:31:55+00:00,1.0444056636936467
-99.12611389160156,19.51029396057129,2231.913330078125,2020-01-14 19:32:00+00:00,1.1780494047535874
-99.12616729736328,19.51032066345215,2231.913330078125,2020-01-14 19:32:05+00:00,1.3193097671619243
-99.12621307373047,19.510364532470703,2231.913330078125,2020-01-14 19:32:10+00:00,1.4167280402320204
-99.12625885009766,19.510414123535156,2231.913330078125,2020-01-14 19:32:15+00:00,1.6964860146635632
-99.12625122070312,19.510465621948242,2231.913330078125,2020-01-14 19:32:18+00:00,1.6882836738459885
-99.1262435913086,19.510517120361328,2231.913330078125,2020-01-14 19:32:22+00:00,1.4175787936194624
-99.12627410888672,19.51057243347168,2231.913330078125,2020-01-14 19:32:27+00:00,1.4419287748420115
-99.1263198852539,19.510623931884766,2231.913330078125,2020-01-14 19:32:32+00:00,1.4582687338134699
-99.12635803222656,19.51066017150879,2231.913330078125,2020-01-14 19:32:36+00:00,1.233083768972865
-99.12640380859375,19.510696411132812,2231.913330078125,2020-01-14 19:32:42+00:00,1.0616956251237544
-99.1264419555664,19.51072883605957,2231.913330078125,2020-01-14 19:32:47+00:00,1.2420774967810608
-99.12649536132812,19.510766983032227,2231.913330078125,2020-01-14 19:32:52+00:00,1.4037697056724374
-99.12649536132812,19.51082992553711,2231.913330078125,2020-01-14 19:32:57+00:00,1.4532003308014032
-99.12647247314453,19.510879516601562,2231.913330078125,2020-01-14 19:33:01+00:00,1.6200629360257555
-99.1264419555664,19.510934829711914,2231.913330078125,2020-01-14 19:33:05+00:00,1.487453277761223
-99.12641143798828,19.510982513427734,2231.913330078125,2020-01-14 19:33:10+00:00,1.2765634635435839
-99.12638092041016,19.51103401184082,2231.913330078125,2020-01-14 19:33:15+00:00,1.3218989773504273
-99.12639617919922,19.511091232299805,2232.97119140625,2020-01-14 19:33:20+00:00,1.2824934777580705
-99.12641143798828,19.511133193969727,2232.97119140625,2020-01-14 19:33:24+00:00,1.2554326158453637
-99.1264419555664,19.51118278503418,2232.97119140625,2020-01-14 19:33:29+00:00,1.2793780108833959
-99.12646484375,19.5112361907959,2232.97119140625,2020-01-14 19:33:34+00:00,1.302995425817043
-99.12648010253906,19.511280059814453,2234.243896484375,2020-01-14 19:33:38+00:00,1.4427682662719712
-99.12646484375,19.511348724365234,2234.243896484375,2020-01-14 19:33:43+00:00,1.7416468367083489
-99.12645721435547,19.511417388916016,2234.243896484375,2020-01-14 19:33:47+00:00,1.7368445241829948
-99.12646484375,19.511472702026367,2234.243896484375,2020-01-14 19:33:51+00:00,1.3549960129108416
-99.12647247314453,19.511524200439453,2234.243896484375,2020-01-14 19:33:56+00:00,1.0654801998453154
-99.12650299072266,19.511568069458008,2234.243896484375,2020-01-14 19:34:02+00:00,0.9732802317587734
